course_number,course_title
COM LIT 201,Proseminar
COM LIT 202B,Approaches to Genre: Lyric Poetry
COM LIT 202C,Approaches to Genre: The Novel
COM LIT 210,Studies in Ancient Literature
COM LIT 212,Studies in Medieval Literature
COM LIT 215,Studies in Renaissance Literature
COM LIT C221,Aesthetics as Critique
COM LIT 223,Studies in the 19th Century
COM LIT 225,Studies in Symbolist and Modern Literature
COM LIT 227,Studies in Contemporary Literature
COM LIT 232,Studies in Near Eastern-Western Literary Relations
COM LIT 240,Studies in the Relations Between Literature and the Other Arts
COM LIT 250,Studies in Literary Theory
COM LIT 254,Studies in East-West Literary Relations
COM LIT 256,The Craft of Critical Writing
COM LIT 258,Studies in Philosophy and Literature
COM LIT 260,Problems in Literary Translation
COM LIT 265,"Gender, Sexuality, and Culture"
COM LIT 266,"Nationalism, Colonialism, and Culture"
COM LIT 270C,Continuing Seminars: Renaissance
COM LIT 298,Special Study
COM LIT N298,Special Study
COM LIT 299,Directed Research
COM LIT 300,Supervised Teaching in Comparative Literature
COM LIT 375,Methods of Teaching Literature and English Composition-Comparative Literature
COM LIT 601,Individual Study for Master's Students
COM LIT 602,Individual Study for Doctoral Students
CMPBIO 98BC,Berkeley Connect in Computational Biology
CMPBIO 175,Introduction to Computational Biology and Precision Medicine
CMPBIO 198BC,Berkeley Connect in Computational Biology
CMPBIO 201,Classics in Computational Biology
CMPBIO C256A,"Human Genome, Environment and Human Health"
CMPBIO C256B,Genetic Analysis Method
CMPBIO 290,Special Topics - Computational Biology
CMPBIO 293,Doctoral Seminar in Computational Biology
CMPBIO 294A,Introduction to Research in Computational Biology
CMPBIO 294B,Introduction to Research in Computational Biology
CMPBIO 295,Individual Research for Doctoral Students
CMPBIO 477,Introduction to Programming for Bioinformatics Bootcamp
COMPSCI C8,Foundations of Data Science
COMPSCI C8R,Introduction to Computational Thinking with Data
COMPSCI 9A,Matlab for Programmers
COMPSCI 9C,C for Programmers
COMPSCI 9D,Scheme and Functional Programming for Programmers
COMPSCI 9E,Productive Use of the UNIX Environment
COMPSCI 9F,C++ for Programmers
COMPSCI 9G,JAVA for Programmers
COMPSCI 9H,Python for Programmers
COMPSCI 10,The Beauty and Joy of Computing
COMPSCI W10,The Beauty and Joy of Computing
COMPSCI 39,Freshman/Sophomore Seminar
COMPSCI 39J,Freshman/Sophomore Seminar
COMPSCI 39K,Freshman/Sophomore Seminar
COMPSCI 39M,Freshman/Sophomore Seminar
COMPSCI 39N,Freshman/Sophomore Seminar
COMPSCI 39P,Freshman/Sophomore Seminar
COMPSCI 39Q,Freshman/Sophomore Seminar
COMPSCI 39R,Freshman/Sophomore Seminar
COMPSCI 47A,Completion of Work in Computer Science 61A
COMPSCI 47B,Completion of Work in Computer Science 61B
COMPSCI 47C,Completion of Work in Computer Science 61C
COMPSCI 61A,The Structure and Interpretation of Computer Programs
COMPSCI 61AS,The Structure and Interpretation of Computer Programs (Self-Paced)
COMPSCI 61B,Data Structures
COMPSCI 61BL,Data Structures and Programming Methodology
COMPSCI 61C,Machine Structures
COMPSCI 61CL,Machine Structures (Lab-Centric)
COMPSCI 70,Discrete Mathematics and Probability Theory
COMPSCI C79,Societal Risks and the Law
COMPSCI 88,Computational Structures in Data Science
COMPSCI 94,Special Topics
COMPSCI 97,Field Study
COMPSCI 98,Directed Group Study
COMPSCI 99,Individual Study and Research for Undergraduates
COMPSCI C100,Principles & Techniques of Data Science
COMPSCI 146L,Programmable Digital Systems Laboratory
COMPSCI C149,Introduction to Embedded Systems
COMPSCI 152,Computer Architecture and Engineering
COMPSCI 160,User Interface Design and Development
COMPSCI 161,Computer Security
COMPSCI 162,Operating Systems and System Programming
COMPSCI 164,Programming Languages and Compilers
COMPSCI 168,Introduction to the Internet: Architecture and Protocols
COMPSCI 169,Software Engineering
COMPSCI 170,Efficient Algorithms and Intractable Problems
COMPSCI 172,Computability and Complexity
COMPSCI 174,Combinatorics and Discrete Probability
COMPSCI 176,Algorithms for Computational Biology
COMPSCI 184,Foundations of Computer Graphics
COMPSCI 186,Introduction to Database Systems
COMPSCI 188,Introduction to Artificial Intelligence
COMPSCI 189,Introduction to Machine Learning
COMPSCI C191,Quantum Information Science and Technology
COMPSCI 194,Special Topics
COMPSCI 195,Social Implications of Computer Technology
COMPSCI H195,Honors Social Implications of Computer Technology
COMPSCI H196A,Senior Honors Thesis Research
COMPSCI H196B,Senior Honors Thesis Research
COMPSCI 197,Field Study
COMPSCI 198,Directed Group Studies for Advanced Undergraduates
COMPSCI 199,Supervised Independent Study
COMPSCI C249A,Introduction to Embedded Systems
COMPSCI 250,VLSI Systems Design
COMPSCI 252,Graduate Computer Architecture
COMPSCI 260A,User Interface Design and Development
COMPSCI 260B,Human-Computer Interaction Research
COMPSCI 261,Security in Computer Systems
COMPSCI 261N,Internet and Network Security
COMPSCI 262A,Advanced Topics in Computer Systems
COMPSCI 262B,Advanced Topics in Computer Systems
COMPSCI 263,Design of Programming Languages
COMPSCI 264,Implementation of Programming Languages
COMPSCI 265,Compiler Optimization and Code Generation
COMPSCI C267,Applications of Parallel Computers
COMPSCI W267,Applications of Parallel Computers
COMPSCI 268,Computer Networks
COMPSCI 270,Combinatorial Algorithms and Data Structures
COMPSCI 271,Randomness and Computation
COMPSCI 273,Foundations of Parallel Computation
COMPSCI 274,Computational Geometry
COMPSCI 276,Cryptography
COMPSCI C280,Computer Vision
COMPSCI C281A,Statistical Learning Theory
COMPSCI C281B,Advanced Topics in Learning and Decision Making
COMPSCI 284A,Foundations of Computer Graphics
COMPSCI 284B,Advanced Computer Graphics Algorithms and Techniques
COMPSCI 286A,Introduction to Database Systems
COMPSCI 286B,Implementation of Data Base Systems
COMPSCI 287,Advanced Robotics
COMPSCI 288,Natural Language Processing
COMPSCI 289A,Introduction to Machine Learning
COMPSCI 294,Special Topics
COMPSCI 297,Field Studies in Computer Science
COMPSCI 298,"Group Studies Seminars, or Group Research"
COMPSCI 299,Individual Research
COMPSCI 300,Teaching Practice
COMPSCI 302,Designing Computer Science Education
COMPSCI 375,Teaching Techniques for Computer Science
COMPSCI 399,Professional Preparation: Supervised Teaching of Computer Science
COMPSCI 602,Individual Study for Doctoral Students
CRWRIT 120,Reading and Writing Poetry
CRWRIT 130,Creative Prose
CRIT TH 200,Critique in 19th-Century Thought
CRIT TH 205,The Classical Frankfurt School: The First Generation of Critical Theory
CRIT TH 240,Contemporary Critique and Critical Theory
CRIT TH 290,Critical Theory Elective
CRIT TH 298,Critical Theory Special Study
CUNEIF 100A,Elementary Akkadian
CUNEIF 100B,Elementary Akkadian
CUNEIF 101A,Selected Readings in Akkadian
CUNEIF 101B,Selected Readings in Akkadian
CUNEIF 102A,Elementary Sumerian
CUNEIF 102B,Elementary Sumerian
CUNEIF 103A,Selected Readings in Sumerian
CUNEIF 103B,Selected Readings in Sumerian
CUNEIF 106A,Elementary Hittite
CUNEIF 106B,Elementary Hittite
CUNEIF H195,Senior Honors
CUNEIF 198,Directed Group Study for Upper Division Students
CUNEIF 199,Supervised Independent Study and Research
CUNEIF 200A,Advanced Akkadian
CUNEIF 200B,Advanced Akkadian
CUNEIF 298,Seminar
CZECH 26A,Introductory Czech
CZECH 26B,Introductory Czech
CZECH 116A,Continuing Czech
CZECH 116B,Continuing Czech
CZECH 163,Advanced Reading Tutorials in Czech
DANISH 1A,Beginning Danish
DANISH 1B,Beginning Danish
DATASCI W200,Python Fundamentals for Data Science
DATASCI W201,Research Design and Applications for Data and Analysis
DATASCI W203,Statistics for Data Science
DATASCI W205,Storing and Retrieving Data
DATASCI W207,Applied Machine Learning
DATASCI W209,Data Visualization and Communication
DATASCI W210,Capstone
DATASCI W231,Behind the Data: Humans and Values
DATASCI W241,Experiments and Causal Inference
DATASCI W251,Scaling Up! Really Big Data
DATASCI W261,Machine Learning at Scale
DATASCI W266,Natural Language Processing with Deep Learning
DATASCI W271,"Statistical Methods for Discrete Response, Time Series, and Panel Data"
DEMOG 5,Fundamentals of Population Science
DEMOG 88,Immigration: What do the data tell us?
DEMOG 98,Directed Group Study
DEMOG 110,Introduction to Population Analysis
DEMOG C126,"Sex, Death, and Data"
DEMOG 145AC,The American Immigrant Experience
DEMOG 160,Special Topics in Demography
DEMOG 161,Population Apocalypse in Film and Science
DEMOG C164,Impact of Government Policies on Poor Children and Families
DEMOG C165,Family and Household in Comparative Perspective
DEMOG C175,Economic Demography
DEMOG 198,Directed Group Study
DEMOG 199,Supervised Independent Study
DEMOG 200,Fundamentals of Population Thought
DEMOG 210,Demographic Methods: Rates and Structures
DEMOG 211,Advanced Demographic Analysis
DEMOG 213,Practical Computer Applications for Demographic Analysis
DEMOG 215,Current Research Topics in Demography
DEMOG 220,Human Fertility
DEMOG 230,Human Mortality
DEMOG 240,Human Migration
DEMOG 260,Special Topics in Demography Seminar
DEMOG C275A,Economic Demography
DEMOG 296,Advanced Research Techniques
DEMOG 298,Directed Reading
DEMOG 299,Directed Research
DEMOG 301,GSI Training
DEMOG 601,Individual Study
DEMOG 602,Individual Study for Doctoral Students
DES INV 10,Discovering Design
DES INV 15,Design Methodology
DES INV 21,Visual Communication & Sketching
DES INV 22,Prototyping & Fabrication
DES INV 90,Special Topics in Design Innovation
DES INV 90E,Technical Special Topics in Design Innovation
DES INV 98,Directed Group Study for Undergraduates
DES INV 190,Special Topics in Design Innovation
DES INV 190E,Special Topics in Design Innovation
DES INV 198,Directed Group Study for Undergraduates
DES INV 290,Advanced Special Topics in Design Innovation
DEV ENG C200,"Design, Evaluate, and Scale Development Technologies"
DEV ENG 210,Development Engineering Research and Practice Seminar
DEV ENG 290,Advanced Special Topics in Development Engineering
DEVP 220,Climate Change and Energy
DEVP C221,"Climate, Energy and Development"
DEVP 222,Economics of Sustainable Resource Development
DEVP 225,"Innovation, Product Development, and Marketing"
DEVP 227,Principles of Natural Resource Management
DEVP 228,Strategic Planning and Project Management
DEVP 229,Quantitative Methods and Impact Evaluation
DEVP C232,Foundations of Public Health
DEVP 233,"Law, Politics, and Policymaking"
DEVP 235,Economic Development and Policy
DEVP 237,"Leadership, Conflict Resolution, and Community Development"
DEVP 239,Interactive/Multidisciplinary Seminar
DEVP 246,Transboundary Water Conflict Resolution: The Israeli/Arab Case
DEVP 295,Implementation and Assessment of Internationally-Funded Development Projects
DEVP 296,Innovative Finance for Development
DEVP 299,Independent Study
DEV STD C10,Introduction to Development
DEV STD 24,Freshman Seminar
DEV STD C100,History of Development and Underdevelopment
DEV STD 150,Advanced Studies in Development Studies
DEV STD 192,Senior Thesis
DEV STD H195,Senior Honors Thesis Seminar
DEV STD 197,Field Studies
DEV STD 198,Directed Group Study
DEV STD 199,Supervised Independent Study and Research for Undergraduates
DUTCH 1,Elementary Dutch
DUTCH 2,Elementary Dutch
DUTCH 39A,"Cultural History of the Low Countries (Belgium, the Netherlands, Luxembourg)"
DUTCH 100,Dutch for Reading Knowledge
DUTCH 107,The Structure of Modern Dutch
DUTCH 110,Advanced Dutch
DUTCH 125,Conversation and Composition
DUTCH 140,Topics in Dutch Literature
DUTCH C164,The Indonesian Connection: Dutch Literature About the Indies in English Translation
DUTCH 166,Anne Frank and After: Dutch Literature of the Holocaust in English Translation
DUTCH 170,Multiculturalism in the Netherlands
DUTCH C170,Dutch Culture and Society: Amsterdam and Berkeley in the Sixties
DUTCH 171AC,"From New Amsterdam to New York: Race, Culture, and Identity in New Netherland"
DUTCH 173,Dutch Post-Colonial Studies
DUTCH 174,Brussels: A Global Study of a European Capital City
DUTCH 177,"The Amsterdam-Brussels Connection: The Art, History, and Literature of the Netherlands and Flanders"
DUTCH C178,Cultural Studies
DUTCH 179,Cultural Studies
DUTCH 190,Senior Thesis
DUTCH H196,Honors Studies in Dutch
DUTCH 198,Directed Group Study
DUTCH 199,Special Studies in Dutch
DUTCH 299,Individual Studies in Dutch for Graduate Students
EPS 3,The Water Planet
EPS 7,Introduction to Climate Change
EPS C12,The Planets
EPS W12,The Planets
EPS 20,Earthquakes in Your Backyard
EPS C20,Earthquakes in Your Backyard
EPS 24,Freshman Seminar in Earth and Planetary Sciences
EPS 39A,Freshman/Sophomore Seminar
EPS 50,The Planet Earth
EPS 80,Environmental Earth Sciences
EPS C82,Oceans
EPS N82,Introduction to Oceans
EPS 84,Sophomore Seminar
EPS 98,Directed Group Study
EPS 100A,Minerals: Their Constitution and Origin
EPS 100B,Genesis and Interpretation of Rocks
EPS C100,Communicating Ocean Science
EPS 101,Field Geology and Digital Mapping
EPS 102,History and Evolution of Planet Earth
EPS 103,Introduction to Aquatic and Marine Geochemistry
EPS 104,Mathematical Methods in Geophysics
EPS 108,Geodynamics
EPS 109,Computer Simulations in Earth and Planetary Sciences
EPS 111,Petroleum Geology
EPS 115,Stratigraphy and Earth History
EPS 116,Structural Geology and Tectonics
EPS 117,Geomorphology
EPS 118,Advanced Field Course
EPS 119,Geologic Field Studies
EPS 122,Physics of the Earth and Planetary Interiors
EPS 124,Isotopic Geochemistry
EPS 125,Stable Isotope Geochemistry
EPS C129,Biometeorology
EPS 130,Strong Motion Seismology
EPS 131,Geochemistry
EPS C146,Geological Oceanography
EPS 150,Case Studies in Earth Systems
EPS C162,Planetary Astrophysics
EPS C178,Applied Geophysics
EPS C180,Air Pollution
EPS C181,Atmospheric Physics and Dynamics
EPS C182,Atmospheric Chemistry and Physics Laboratory
EPS C183,Carbon Cycle Dynamics
EPS H195,Senior Honors Course
EPS 197,Field Study
EPS 198,Directed Group Study
